Links ID,Mean latency increase,isolated network,isolated routers
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",107.5,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592667']",105.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668']",105.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",105.0,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592667']",105.0,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",105.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592666']",104.16666666666667,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",104.16666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",104.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592668']",101.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668']",101.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",101.66666666666667,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",101.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",100.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",100.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",100.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592664']",100.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592669']",98.33333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669']",98.33333333333334,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669']",98.33333333333334,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",98.33333333333334,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",98.33333333333334,0,0
['6569f30442e7f25d7a592665'],97.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",97.5,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592665']",97.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592665']",97.5,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",97.5,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592664']",96.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",95.83333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",94.16666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",94.16666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",94.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",93.33333333333334,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",93.33333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",92.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",92.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",92.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",92.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",92.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668']",90.0,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",90.0,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",88.33333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592667']",87.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592664']",87.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665']",87.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",87.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",87.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667']",87.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",87.5,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592668']",87.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592664']",87.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",87.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665']",87.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",87.5,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592665']",86.66666666666669,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",86.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",86.66666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666']",86.66666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",86.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665']",85.83333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669']",85.83333333333334,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",85.83333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",85.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",85.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592664']",85.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",85.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592666']",84.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592664']",84.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666']",83.33333333333334,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",80.83333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665']",80.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665']",80.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",80.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",79.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668']",78.33333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669']",78.33333333333334,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668']",78.33333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",78.33333333333334,0,0
['6569f30442e7f25d7a592668'],77.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668']",77.5,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",77.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",77.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592664']",77.5,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",77.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592663']",77.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592664']",75.83333333333334,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592664']",75.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592667']",75.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668']",75.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592664']",75.0,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592664']",75.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",75.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",73.33333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",73.33333333333334,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592667']",72.5,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",71.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666']",71.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",71.66666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",71.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",71.66666666666667,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",71.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",71.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",70.83333333333334,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",69.16666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",69.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668']",69.16666666666667,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",69.16666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",69.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",66.66666666666667,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",66.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",66.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",66.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",66.66666666666667,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592665']",65.0,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592665']",62.50000000000001,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665']",62.50000000000001,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",62.50000000000001,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",62.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",62.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",62.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",62.5,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668', '6569f30442e7f25d7a592666']",61.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",60.00000000000001,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665']",60.00000000000001,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",60.00000000000001,0,0
['6569f30442e7f25d7a592667'],60.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",60.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",60.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",60.0,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666']",59.16666666666667,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666']",59.16666666666667,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",59.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",58.333333333333336,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",57.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592666']",56.66666666666667,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",56.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",55.833333333333336,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",55.833333333333336,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",55.833333333333336,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",54.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592664']",54.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",54.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",53.333333333333336,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",53.333333333333336,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",53.333333333333336,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592667']",51.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667']",51.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",51.66666666666667,0,0
"['6569f30442e7f25d7a592668', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592664']",51.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592666']",50.83333333333334,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666']",50.83333333333334,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",50.83333333333334,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",47.50000000000001,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665']",47.50000000000001,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",47.50000000000001,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669']",45.833333333333336,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669']",45.833333333333336,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",45.833333333333336,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592668']",45.833333333333336,0,0
['6569f30442e7f25d7a592664'],45.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664']",45.0,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592668']",45.0,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592664']",45.0,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",45.0,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",45.0,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",45.0,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665']",44.16666666666668,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665']",44.16666666666668,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",44.16666666666668,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592666']",44.16666666666667,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669']",43.333333333333336,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592664']",43.333333333333336,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669']",43.333333333333336,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",43.333333333333336,0,0
['6569f30442e7f25d7a592664'],42.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",42.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663']",42.5,0,0
"['6569f30442e7f25d7a592664', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",42.5,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669']",40.833333333333336,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669']",40.833333333333336,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",40.833333333333336,0,0
['6569f30442e7f25d7a592669'],40.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",40.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",40.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",40.0,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",28.333333333333336,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667']",28.333333333333336,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",28.333333333333336,0,0
['6569f30442e7f25d7a592667'],27.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667']",27.5,0,0
"['6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",27.5,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592667', '6569f30442e7f25d7a592663']",27.5,0,0
['6569f30442e7f25d7a592666'],26.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",26.66666666666667,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666']",26.66666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",26.66666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666']",26.66666666666667,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",26.66666666666667,0,0
['6569f30442e7f25d7a592666'],24.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",24.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",24.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",24.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",24.16666666666667,0,0
"['6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",24.16666666666667,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666']",24.16666666666667,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592666', '6569f30442e7f25d7a592663']",24.16666666666667,0,0
['6569f30442e7f25d7a592665'],20.000000000000007,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665']",20.000000000000007,0,0
"['6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",20.000000000000007,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592665', '6569f30442e7f25d7a592663']",20.000000000000007,0,0
['6569f30442e7f25d7a592669'],0.8333333333333357,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669']",0.8333333333333357,0,0
"['6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",0.8333333333333357,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592669', '6569f30442e7f25d7a592663']",0.8333333333333357,0,0
['6569f30442e7f25d7a592663'],0.0,0,0
['6569f30442e7f25d7a592663'],0.0,0,0
"['6569f30442e7f25d7a592663', '6569f30442e7f25d7a592663']",0.0,0,0
